"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-01-21,"70-79yrs",16289,565,,,1159902,.0140,.0000,
2021-01-21,"80+",52382,380,,,679266,.0770,.0010,
2021-01-21,"Adults_18plus",251160,20072,,,12083325,.0210,.0020,
2021-01-21,"Ontario_12plus",251386,20091,,,13034844,.0193,.0015,
2021-01-21,"Undisclosed_or_missing",158,4,,,0,,,
2021-01-22,"12-17yrs",228,33,,,951519,.0000,.0000,
2021-01-22,"18-29yrs",27715,2973,,,2455535,.0110,.0010,
2021-01-22,"30-39yrs",37126,4372,,,2056059,.0180,.0020,
2021-01-22,"40-49yrs",39311,5488,,,1876583,.0210,.0030,
2021-01-22,"50-59yrs",46010,6470,,,2060934,.0220,.0030,
2021-01-22,"60-69yrs",33146,4085,,,1795046,.0180,.0020,
2021-01-22,"70-79yrs",16785,749,,,1159902,.0140,.0010,
2021-01-22,"80+",54630,458,,,679266,.0800,.0010,
2021-01-22,"Adults_18plus",254723,24595,,,12083325,.0210,.0020,
2021-01-22,"Ontario_12plus",254951,24628,,,13034844,.0196,.0019,
2021-01-22,"Undisclosed_or_missing",161,5,,,0,,,
2021-01-23,"12-17yrs",228,42,,,951519,.0000,.0000,
2021-01-23,"18-29yrs",27796,3605,,,2455535,.0110,.0010,
2021-01-23,"30-39yrs",37188,5301,,,2056059,.0180,.0030,
2021-01-23,"40-49yrs",39402,6400,,,1876583,.0210,.0030,
2021-01-23,"50-59yrs",46175,7412,,,2060934,.0220,.0040,
2021-01-23,"60-69yrs",33356,4766,,,1795046,.0190,.0030,
2021-01-23,"70-79yrs",17133,906,,,1159902,.0150,.0010,
2021-01-23,"80+",55983,503,,,679266,.0820,.0010,
2021-01-23,"Adults_18plus",257033,28893,,,12083325,.0210,.0020,
2021-01-23,"Ontario_12plus",257261,28935,,,13034844,.0197,.0022,
2021-01-23,"Undisclosed_or_missing",162,5,,,0,,,
2021-01-24,"12-17yrs",230,44,,,951519,.0000,.0000,
2021-01-24,"18-29yrs",27826,3981,,,2455535,.0110,.0020,
2021-01-24,"30-39yrs",37215,5791,,,2056059,.0180,.0030,
2021-01-24,"40-49yrs",39442,6964,,,1876583,.0210,.0040,
2021-01-24,"50-59yrs",46237,8045,,,2060934,.0220,.0040,
2021-01-24,"60-69yrs",33463,5106,,,1795046,.0190,.0030,
2021-01-24,"70-79yrs",17327,972,,,1159902,.0150,.0010,
2021-01-24,"80+",57008,519,,,679266,.0840,.0010,
2021-01-24,"Adults_18plus",258518,31378,,,12083325,.0210,.0030,
2021-01-24,"Ontario_12plus",258748,31422,,,13034844,.0199,.0024,
2021-01-24,"Undisclosed_or_missing",162,5,,,0,,,
2021-01-25,"12-17yrs",231,50,,,951519,.0000,.0000,
2021-01-25,"18-29yrs",27849,4675,,,2455535,.0110,.0020,
2021-01-25,"30-39yrs",37242,6625,,,2056059,.0180,.0030,
2021-01-25,"40-49yrs",39485,7916,,,1876583,.0210,.0040,
2021-01-25,"50-59yrs",46285,9081,,,2060934,.0220,.0040,
2021-01-25,"60-69yrs",33517,5644,,,1795046,.0190,.0030,
2021-01-25,"70-79yrs",17423,1079,,,1159902,.0150,.0010,
2021-01-25,"80+",57561,544,,,679266,.0850,.0010,
2021-01-25,"Adults_18plus",259362,35564,,,12083325,.0210,.0030,
2021-01-25,"Ontario_12plus",259593,35614,,,13034844,.0199,.0027,
2021-01-25,"Undisclosed_or_missing",162,5,,,0,,,
2021-01-26,"12-17yrs",234,52,,,951519,.0000,.0000,
2021-01-26,"18-29yrs",27910,5600,,,2455535,.0110,.0020,
2021-01-26,"30-39yrs",37311,7987,,,2056059,.0180,.0040,
2021-01-26,"40-49yrs",39561,9376,,,1876583,.0210,.0050,
2021-01-26,"50-59yrs",46382,10589,,,2060934,.0230,.0050,
2021-01-26,"60-69yrs",33659,6509,,,1795046,.0190,.0040,
2021-01-26,"70-79yrs",17693,1239,,,1159902,.0150,.0010,
2021-01-26,"80+",59123,593,,,679266,.0870,.0010,
2021-01-26,"Adults_18plus",261639,41893,,,12083325,.0220,.0030,
2021-01-26,"Ontario_12plus",261873,41945,,,13034844,.0201,.0032,
2021-01-26,"Undisclosed_or_missing",162,5,,,0,,,
2021-01-27,"12-17yrs",235,57,,,951519,.0000,.0000,
2021-01-27,"18-29yrs",27933,6543,,,2455535,.0110,.0030,
2021-01-27,"30-39yrs",37360,9459,,,2056059,.0180,.0050,
2021-01-27,"40-49yrs",39631,10870,,,1876583,.0210,.0060,
2021-01-27,"50-59yrs",46495,12196,,,2060934,.0230,.0060,
2021-01-27,"60-69yrs",33861,7475,,,1795046,.0190,.0040,
2021-01-27,"70-79yrs",18056,1479,,,1159902,.0160,.0010,
2021-01-27,"80+",60593,653,,,679266,.0890,.0010,
2021-01-27,"Adults_18plus",263929,48675,,,12083325,.0220,.0040,
2021-01-27,"Ontario_12plus",264164,48732,,,13034844,.0203,.0037,
2021-01-27,"Undisclosed_or_missing",163,6,,,0,,,
2021-01-28,"12-17yrs",235,59,,,951519,.0000,.0000,
2021-01-28,"18-29yrs",27978,7665,,,2455535,.0110,.0030,
2021-01-28,"30-39yrs",37428,11050,,,2056059,.0180,.0050,
2021-01-28,"40-49yrs",39735,12234,,,1876583,.0210,.0070,
2021-01-28,"50-59yrs",46724,13794,,,2060934,.0230,.0070,
2021-01-28,"60-69yrs",34250,8454,,,1795046,.0190,.0050,
2021-01-28,"70-79yrs",18773,1739,,,1159902,.0160,.0010,
2021-01-28,"80+",64022,804,,,679266,.0940,.0010,
2021-01-28,"Adults_18plus",268910,55740,,,12083325,.0220,.0050,
2021-01-28,"Ontario_12plus",269145,55799,,,13034844,.0206,.0043,
2021-01-28,"Undisclosed_or_missing",164,6,,,0,,,
2021-01-29,"12-17yrs",235,63,,,951519,.0000,.0000,
2021-01-29,"18-29yrs",28008,8480,,,2455535,.0110,.0030,
2021-01-29,"30-39yrs",37481,12243,,,2056059,.0180,.0060,
2021-01-29,"40-49yrs",39803,13470,,,1876583,.0210,.0070,
2021-01-29,"50-59yrs",46852,15237,,,2060934,.0230,.0070,
2021-01-29,"60-69yrs",34461,9389,,,1795046,.0190,.0050,
2021-01-29,"70-79yrs",19155,2122,,,1159902,.0170,.0020,
2021-01-29,"80+",65761,1827,,,679266,.0970,.0030,
2021-01-29,"Adults_18plus",271521,62768,,,12083325,.0220,.0050,
2021-01-29,"Ontario_12plus",271756,62831,,,13034844,.0208,.0048,
2021-01-29,"Undisclosed_or_missing",178,10,,,0,,,
2021-01-30,"12-17yrs",235,65,,,951519,.0000,.0000,
2021-01-30,"18-29yrs",28039,9302,,,2455535,.0110,.0040,
2021-01-30,"30-39yrs",37526,13480,,,2056059,.0180,.0070,
2021-01-30,"40-49yrs",39858,14717,,,1876583,.0210,.0080,
2021-01-30,"50-59yrs",46960,16670,,,2060934,.0230,.0080,
2021-01-30,"60-69yrs",34632,10276,,,1795046,.0190,.0060,
2021-01-30,"70-79yrs",19455,2368,,,1159902,.0170,.0020,
2021-01-30,"80+",67025,2179,,,679266,.0990,.0030,
2021-01-30,"Adults_18plus",273495,68992,,,12083325,.0230,.0060,
2021-01-30,"Ontario_12plus",273730,69057,,,13034844,.0210,.0053,
2021-01-30,"Undisclosed_or_missing",179,10,,,0,,,
2021-01-31,"12-17yrs",235,66,,,951519,.0000,.0000,
2021-01-31,"18-29yrs",28053,9398,,,2455535,.0110,.0040,
2021-01-31,"30-39yrs",37546,13590,,,2056059,.0180,.0070,
2021-01-31,"40-49yrs",39879,14847,,,1876583,.0210,.0080,
2021-01-31,"50-59yrs",46993,16808,,,2060934,.0230,.0080,
2021-01-31,"60-69yrs",34685,10414,,,1795046,.0190,.0060,
2021-01-31,"70-79yrs",19593,2555,,,1159902,.0170,.0020,
2021-01-31,"80+",67909,2986,,,679266,.1000,.0040,
2021-01-31,"Adults_18plus",274658,70598,,,12083325,.0230,.0060,
2021-01-31,"Ontario_12plus",274893,70664,,,13034844,.0211,.0054,
2021-01-31,"Undisclosed_or_missing",179,11,,,0,,,
2021-02-01,"12-17yrs",236,66,,,951519,.0000,.0000,
2021-02-01,"18-29yrs",28056,9435,,,2455535,.0110,.0040,
2021-02-01,"30-39yrs",37552,13610,,,2056059,.0180,.0070,
2021-02-01,"40-49yrs",39885,14922,,,1876583,.0210,.0080,
2021-02-01,"50-59yrs",47005,16901,,,2060934,.0230,.0080,
2021-02-01,"60-69yrs",34696,10582,,,1795046,.0190,.0060,
2021-02-01,"70-79yrs",19614,2855,,,1159902,.0170,.0020,
2021-02-01,"80+",68090,3789,,,679266,.1000,.0060,
2021-02-01,"Adults_18plus",274898,72094,,,12083325,.0230,.0060,
2021-02-01,"Ontario_12plus",275134,72160,,,13034844,.0211,.0055,
2021-02-01,"Undisclosed_or_missing",179,12,,,0,,,
2021-02-02,"12-17yrs",236,67,,,951519,.0000,.0000,
2021-02-02,"18-29yrs",28099,9504,,,2455535,.0110,.0040,
2021-02-02,"30-39yrs",37601,13722,,,2056059,.0180,.0070,
2021-02-02,"40-49yrs",39928,15078,,,1876583,.0210,.0080,
2021-02-02,"50-59yrs",47059,17142,,,2060934,.0230,.0080,
2021-02-02,"60-69yrs",34745,10841,,,1795046,.0190,.0060,
2021-02-02,"70-79yrs",19660,3233,,,1159902,.0170,.0030,
2021-02-02,"80+",68332,5233,,,679266,.1010,.0080,
2021-02-02,"Adults_18plus",275424,74753,,,12083325,.0230,.0060,
2021-02-02,"Ontario_12plus",275660,74820,,,13034844,.0211,.0057,
2021-02-02,"Undisclosed_or_missing",180,16,,,0,,,
2021-02-03,"12-17yrs",236,67,,,951519,.0000,.0000,
2021-02-03,"18-29yrs",28167,9649,,,2455535,.0110,.0040,
2021-02-03,"30-39yrs",37672,13953,,,2056059,.0180,.0070,
2021-02-03,"40-49yrs",39994,15319,,,1876583,.0210,.0080,
2021-02-03,"50-59yrs",47156,17495,,,2060934,.0230,.0080,
2021-02-03,"60-69yrs",34824,11281,,,1795046,.0190,.0060,
2021-02-03,"70-79yrs",19738,3776,,,1159902,.0170,.0030,
2021-02-03,"80+",68657,7362,,,679266,.1010,.0110,
2021-02-03,"Adults_18plus",276208,78835,,,12083325,.0230,.0070,
2021-02-03,"Ontario_12plus",276444,78902,,,13034844,.0212,.0061,
2021-02-03,"Undisclosed_or_missing",182,23,,,0,,,
2021-02-04,"12-17yrs",237,72,,,951519,.0000,.0000,
2021-02-04,"18-29yrs",28287,9921,,,2455535,.0120,.0040,
2021-02-04,"30-39yrs",37776,14290,,,2056059,.0180,.0070,
2021-02-04,"40-49yrs",40066,15715,,,1876583,.0210,.0080,
2021-02-04,"50-59yrs",47230,17994,,,2060934,.0230,.0090,
2021-02-04,"60-69yrs",34880,11821,,,1795046,.0190,.0070,
2021-02-04,"70-79yrs",19806,4643,,,1159902,.0170,.0040,
2021-02-04,"80+",68945,11280,,,679266,.1010,.0170,
2021-02-04,"Adults_18plus",276990,85664,,,12083325,.0230,.0070,
2021-02-04,"Ontario_12plus",277227,85736,,,13034844,.0213,.0066,
2021-02-04,"Undisclosed_or_missing",192,33,,,0,,,
2021-02-05,"12-17yrs",237,75,,,951519,.0000,.0000,
2021-02-05,"18-29yrs",28325,10117,,,2455535,.0120,.0040,
2021-02-05,"30-39yrs",37821,14559,,,2056059,.0180,.0070,
2021-02-05,"40-49yrs",40128,16054,,,1876583,.0210,.0090,
2021-02-05,"50-59yrs",47316,18496,,,2060934,.0230,.0090,
2021-02-05,"60-69yrs",34942,12494,,,1795046,.0190,.0070,
2021-02-05,"70-79yrs",19889,5514,,,1159902,.0170,.0050,
2021-02-05,"80+",69112,14836,,,679266,.1020,.0220,
2021-02-05,"Adults_18plus",277533,92070,,,12083325,.0230,.0080,
2021-02-05,"Ontario_12plus",277770,92145,,,13034844,.0213,.0071,
2021-02-05,"Undisclosed_or_missing",192,35,,,0,,,
2021-02-06,"12-17yrs",237,77,,,951519,.0000,.0000,
2021-02-06,"18-29yrs",28380,10379,,,2455535,.0120,.0040,
2021-02-06,"30-39yrs",37877,14934,,,2056059,.0180,.0070,
2021-02-06,"40-49yrs",40199,16554,,,1876583,.0210,.0090,
2021-02-06,"50-59yrs",47423,19231,,,2060934,.0230,.0090,
2021-02-06,"60-69yrs",35046,13295,,,1795046,.0200,.0070,
2021-02-06,"70-79yrs",20013,6523,,,1159902,.0170,.0060,
2021-02-06,"80+",69484,19376,,,679266,.1020,.0290,
2021-02-06,"Adults_18plus",278422,100292,,,12083325,.0230,.0080,
2021-02-06,"Ontario_12plus",278659,100369,,,13034844,.0214,.0077,
2021-02-06,"Undisclosed_or_missing",192,47,,,0,,,
2021-02-07,"12-17yrs",237,78,,,951519,.0000,.0000,
2021-02-07,"18-29yrs",28409,10676,,,2455535,.0120,.0040,
2021-02-07,"30-39yrs",37922,15318,,,2056059,.0180,.0070,
2021-02-07,"40-49yrs",40249,16962,,,1876583,.0210,.0090,
2021-02-07,"50-59yrs",47496,19852,,,2060934,.0230,.0100,
2021-02-07,"60-69yrs",35168,13918,,,1795046,.0200,.0080,
2021-02-07,"70-79yrs",20202,7239,,,1159902,.0170,.0060,
2021-02-07,"80+",70333,21891,,,679266,.1040,.0320,
2021-02-07,"Adults_18plus",279779,105856,,,12083325,.0230,.0090,
2021-02-07,"Ontario_12plus",280016,105934,,,13034844,.0215,.0081,
2021-02-07,"Undisclosed_or_missing",195,52,,,0,,,
2021-02-08,"12-17yrs",237,80,,,951519,.0000,.0000,
2021-02-08,"18-29yrs",28460,10937,,,2455535,.0120,.0040,
2021-02-08,"30-39yrs",37989,15617,,,2056059,.0180,.0080,
2021-02-08,"40-49yrs",40342,17291,,,1876583,.0210,.0090,
2021-02-08,"50-59yrs",47637,20312,,,2060934,.0230,.0100,
2021-02-08,"60-69yrs",35391,14420,,,1795046,.0200,.0080,
2021-02-08,"70-79yrs",20553,7807,,,1159902,.0180,.0070,
2021-02-08,"80+",72181,24341,,,679266,.1060,.0360,
2021-02-08,"Adults_18plus",282553,110725,,,12083325,.0230,.0090,
2021-02-08,"Ontario_12plus",282790,110805,,,13034844,.0217,.0085,
2021-02-08,"Undisclosed_or_missing",195,55,,,0,,,
2021-02-09,"12-17yrs",237,91,,,951519,.0000,.0000,
2021-02-09,"18-29yrs",28530,11507,,,2455535,.0120,.0050,
2021-02-09,"30-39yrs",38094,16414,,,2056059,.0190,.0080,
2021-02-09,"40-49yrs",40447,18157,,,1876583,.0220,.0100,
2021-02-09,"50-59yrs",47826,21440,,,2060934,.0230,.0100,
2021-02-09,"60-69yrs",35616,15458,,,1795046,.0200,.0090,
2021-02-09,"70-79yrs",20922,8917,,,1159902,.0180,.0080,
2021-02-09,"80+",73897,29512,,,679266,.1090,.0430,
2021-02-09,"Adults_18plus",285332,121405,,,12083325,.0240,.0100,
2021-02-09,"Ontario_12plus",285569,121496,,,13034844,.0219,.0093,
2021-02-09,"Undisclosed_or_missing",196,64,,,0,,,
2021-02-10,"12-17yrs",237,103,,,951519,.0000,.0000,
2021-02-10,"18-29yrs",28615,12258,,,2455535,.0120,.0050,
2021-02-10,"30-39yrs",38204,17244,,,2056059,.0190,.0080,
2021-02-10,"40-49yrs",40609,19174,,,1876583,.0220,.0100,
2021-02-10,"50-59yrs",48065,22773,,,2060934,.0230,.0110,
2021-02-10,"60-69yrs",35925,16684,,,1795046,.0200,.0090,
2021-02-10,"70-79yrs",21377,9845,,,1159902,.0180,.0080,
2021-02-10,"80+",76011,33472,,,679266,.1120,.0490,
2021-02-10,"Adults_18plus",288806,131450,,,12083325,.0240,.0110,
2021-02-10,"Ontario_12plus",289043,131553,,,13034844,.0222,.0101,
2021-02-10,"Undisclosed_or_missing",203,67,,,0,,,
2021-02-11,"12-17yrs",239,116,,,951519,.0000,.0000,
2021-02-11,"18-29yrs",28690,13141,,,2455535,.0120,.0050,
2021-02-11,"30-39yrs",38285,18353,,,2056059,.0190,.0090,
2021-02-11,"40-49yrs",40725,20503,,,1876583,.0220,.0110,
2021-02-11,"50-59yrs",48230,24507,,,2060934,.0230,.0120,
2021-02-11,"60-69yrs",36140,17970,,,1795046,.0200,.0100,
2021-02-11,"70-79yrs",21742,10806,,,1159902,.0190,.0090,
2021-02-11,"80+",77955,37756,,,679266,.1150,.0560,
2021-02-11,"Adults_18plus",291767,143036,,,12083325,.0240,.0120,
2021-02-11,"Ontario_12plus",292006,143152,,,13034844,.0224,.0110,
2021-02-11,"Undisclosed_or_missing",209,73,,,0,,,
2021-02-12,"12-17yrs",239,131,,,951519,.0000,.0000,
2021-02-12,"18-29yrs",28773,14562,,,2455535,.0120,.0060,
2021-02-12,"30-39yrs",38376,20219,,,2056059,.0190,.0100,
2021-02-12,"40-49yrs",40818,22416,,,1876583,.0220,.0120,
2021-02-12,"50-59yrs",48364,26679,,,2060934,.0230,.0130,
2021-02-12,"60-69yrs",36306,19583,,,1795046,.0200,.0110,
2021-02-12,"70-79yrs",21868,11872,,,1159902,.0190,.0100,
2021-02-12,"80+",78571,42491,,,679266,.1160,.0630,
2021-02-12,"Adults_18plus",293076,157822,,,12083325,.0240,.0130,
2021-02-12,"Ontario_12plus",293315,157953,,,13034844,.0225,.0121,
2021-02-12,"Undisclosed_or_missing",214,80,,,0,,,
2021-02-13,"12-17yrs",240,141,,,951519,.0000,.0000,
2021-02-13,"18-29yrs",28840,15964,,,2455535,.0120,.0070,
2021-02-13,"30-39yrs",38440,22036,,,2056059,.0190,.0110,
2021-02-13,"40-49yrs",40890,24268,,,1876583,.0220,.0130,
2021-02-13,"50-59yrs",48471,28801,,,2060934,.0240,.0140,
2021-02-13,"60-69yrs",36436,21138,,,1795046,.0200,.0120,
2021-02-13,"70-79yrs",22041,12800,,,1159902,.0190,.0110,
2021-02-13,"80+",79186,45882,,,679266,.1170,.0680,
2021-02-13,"Adults_18plus",294304,170889,,,12083325,.0240,.0140,
2021-02-13,"Ontario_12plus",294544,171030,,,13034844,.0226,.0131,
2021-02-13,"Undisclosed_or_missing",218,88,,,0,,,
2021-02-14,"12-17yrs",240,155,,,951519,.0000,.0000,
2021-02-14,"18-29yrs",28882,17365,,,2455535,.0120,.0070,
2021-02-14,"30-39yrs",38480,23846,,,2056059,.0190,.0120,
2021-02-14,"40-49yrs",40929,26091,,,1876583,.0220,.0140,
2021-02-14,"50-59yrs",48514,30879,,,2060934,.0240,.0150,
2021-02-14,"60-69yrs",36487,22719,,,1795046,.0200,.0130,
2021-02-14,"70-79yrs",22070,13461,,,1159902,.0190,.0120,
2021-02-14,"80+",79458,48122,,,679266,.1170,.0710,
2021-02-14,"Adults_18plus",294820,182483,,,12083325,.0240,.0150,
2021-02-14,"Ontario_12plus",295060,182638,,,13034844,.0226,.0140,
2021-02-14,"Undisclosed_or_missing",218,91,,,0,,,
2021-02-15,"12-17yrs",242,163,,,951519,.0000,.0000,
2021-02-15,"18-29yrs",28900,18298,,,2455535,.0120,.0070,
2021-02-15,"30-39yrs",38512,24951,,,2056059,.0190,.0120,
2021-02-15,"40-49yrs",40955,27306,,,1876583,.0220,.0150,
2021-02-15,"50-59yrs",48536,32234,,,2060934,.0240,.0160,
2021-02-15,"60-69yrs",36504,23698,,,1795046,.0200,.0130,
2021-02-15,"70-79yrs",22089,13868,,,1159902,.0190,.0120,
2021-02-15,"80+",79511,49336,,,679266,.1170,.0730,
2021-02-15,"Adults_18plus",295007,189691,,,12083325,.0240,.0160,
2021-02-15,"Ontario_12plus",295249,189854,,,13034844,.0227,.0146,
2021-02-15,"Undisclosed_or_missing",219,93,,,0,,,
2021-02-16,"12-17yrs",242,170,,,951519,.0000,.0000,
2021-02-16,"18-29yrs",28929,18792,,,2455535,.0120,.0080,
2021-02-16,"30-39yrs",38543,25630,,,2056059,.0190,.0120,
2021-02-16,"40-49yrs",40989,28008,,,1876583,.0220,.0150,
2021-02-16,"50-59yrs",48613,33014,,,2060934,.0240,.0160,
2021-02-16,"60-69yrs",36545,24323,,,1795046,.0200,.0140,
2021-02-16,"70-79yrs",22108,14155,,,1159902,.0190,.0120,
2021-02-16,"80+",79548,50381,,,679266,.1170,.0740,
2021-02-16,"Adults_18plus",295275,194303,,,12083325,.0240,.0160,
2021-02-16,"Ontario_12plus",295517,194473,,,13034844,.0227,.0149,
2021-02-16,"Undisclosed_or_missing",222,95,,,0,,,
2021-02-17,"12-17yrs",244,174,,,951519,.0000,.0000,
2021-02-17,"18-29yrs",28990,19725,,,2455535,.0120,.0080,
2021-02-17,"30-39yrs",38611,26933,,,2056059,.0190,.0130,
2021-02-17,"40-49yrs",41040,29359,,,1876583,.0220,.0160,
2021-02-17,"50-59yrs",48708,34611,,,2060934,.0240,.0170,
2021-02-17,"60-69yrs",36621,25434,,,1795046,.0200,.0140,
2021-02-17,"70-79yrs",22168,14617,,,1159902,.0190,.0130,
2021-02-17,"80+",79734,51636,,,679266,.1170,.0760,
2021-02-17,"Adults_18plus",295872,202315,,,12083325,.0240,.0170,
2021-02-17,"Ontario_12plus",296116,202489,,,13034844,.0227,.0155,
2021-02-17,"Undisclosed_or_missing",222,99,,,0,,,
2021-02-18,"12-17yrs",245,180,,,951519,.0000,.0000,
2021-02-18,"18-29yrs",29225,20698,,,2455535,.0120,.0080,
2021-02-18,"30-39yrs",38854,28293,,,2056059,.0190,.0140,
2021-02-18,"40-49yrs",41311,30752,,,1876583,.0220,.0160,
2021-02-18,"50-59yrs",49124,36175,,,2060934,.0240,.0180,
2021-02-18,"60-69yrs",37017,26664,,,1795046,.0210,.0150,
2021-02-18,"70-79yrs",22331,15344,,,1159902,.0190,.0130,
2021-02-18,"80+",80037,54726,,,679266,.1180,.0810,
2021-02-18,"Adults_18plus",297899,212652,,,12083325,.0250,.0180,
2021-02-18,"Ontario_12plus",298144,212832,,,13034844,.0229,.0163,
2021-02-18,"Undisclosed_or_missing",231,100,,,0,,,
2021-02-19,"12-17yrs",253,190,,,951519,.0000,.0000,
2021-02-19,"18-29yrs",29806,22064,,,2455535,.0120,.0090,
2021-02-19,"30-39yrs",39490,30169,,,2056059,.0190,.0150,
2021-02-19,"40-49yrs",42010,32604,,,1876583,.0220,.0170,
2021-02-19,"50-59yrs",50024,38430,,,2060934,.0240,.0190,
2021-02-19,"60-69yrs",37936,28244,,,1795046,.0210,.0160,
2021-02-19,"70-79yrs",22776,16030,,,1159902,.0200,.0140,
2021-02-19,"80+",81137,56670,,,679266,.1190,.0830,
2021-02-19,"Adults_18plus",303179,224211,,,12083325,.0250,.0190,
2021-02-19,"Ontario_12plus",303432,224401,,,13034844,.0233,.0172,
2021-02-19,"Undisclosed_or_missing",233,102,,,0,,,
2021-02-20,"12-17yrs",264,203,,,951519,.0000,.0000,
2021-02-20,"18-29yrs",31057,23546,,,2455535,.0130,.0100,
2021-02-20,"30-39yrs",41081,32043,,,2056059,.0200,.0160,
2021-02-20,"40-49yrs",43553,34495,,,1876583,.0230,.0180,
2021-02-20,"50-59yrs",51947,40616,,,2060934,.0250,.0200,
2021-02-20,"60-69yrs",39645,29762,,,1795046,.0220,.0170,
2021-02-20,"70-79yrs",23498,16577,,,1159902,.0200,.0140,
2021-02-20,"80+",82758,58030,,,679266,.1220,.0850,
2021-02-20,"Adults_18plus",313539,235069,,,12083325,.0260,.0190,
2021-02-20,"Ontario_12plus",313803,235272,,,13034844,.0241,.0180,
2021-02-20,"Undisclosed_or_missing",242,114,,,0,,,
2021-02-21,"12-17yrs",278,208,,,951519,.0000,.0000,
2021-02-21,"18-29yrs",32322,24416,,,2455535,.0130,.0100,
2021-02-21,"30-39yrs",42746,33262,,,2056059,.0210,.0160,
2021-02-21,"40-49yrs",45042,35707,,,1876583,.0240,.0190,
2021-02-21,"50-59yrs",53927,41941,,,2060934,.0260,.0200,
2021-02-21,"60-69yrs",41223,30696,,,1795046,.0230,.0170,
2021-02-21,"70-79yrs",24128,16892,,,1159902,.0210,.0150,
2021-02-21,"80+",84131,58680,,,679266,.1240,.0860,
2021-02-21,"Adults_18plus",323519,241594,,,12083325,.0270,.0200,
2021-02-21,"Ontario_12plus",323797,241802,,,13034844,.0248,.0186,
2021-02-21,"Undisclosed_or_missing",252,117,,,0,,,
2021-02-22,"12-17yrs",291,212,,,951519,.0000,.0000,
2021-02-22,"18-29yrs",33360,25175,,,2455535,.0140,.0100,
2021-02-22,"30-39yrs",44015,34176,,,2056059,.0210,.0170,
2021-02-22,"40-49yrs",46258,36546,,,1876583,.0250,.0190,
2021-02-22,"50-59yrs",55541,42857,,,2060934,.0270,.0210,
2021-02-22,"60-69yrs",42587,31294,,,1795046,.0240,.0170,
2021-02-22,"70-79yrs",24741,17070,,,1159902,.0210,.0150,
2021-02-22,"80+",85449,59075,,,679266,.1260,.0870,
2021-02-22,"Adults_18plus",331951,246193,,,12083325,.0270,.0200,
2021-02-22,"Ontario_12plus",332242,246405,,,13034844,.0255,.0189,
2021-02-22,"Undisclosed_or_missing",255,121,,,0,,,
2021-02-23,"12-17yrs",306,216,,,951519,.0000,.0000,
2021-02-23,"18-29yrs",34486,26034,,,2455535,.0140,.0110,
2021-02-23,"30-39yrs",45470,35267,,,2056059,.0220,.0170,
2021-02-23,"40-49yrs",47678,37559,,,1876583,.0250,.0200,
2021-02-23,"50-59yrs",57406,44024,,,2060934,.0280,.0210,
2021-02-23,"60-69yrs",44192,32125,,,1795046,.0250,.0180,
2021-02-23,"70-79yrs",25428,17380,,,1159902,.0220,.0150,
2021-02-23,"80+",87349,59887,,,679266,.1290,.0880,
2021-02-23,"Adults_18plus",342009,252276,,,12083325,.0280,.0210,
2021-02-23,"Ontario_12plus",342315,252492,,,13034844,.0263,.0194,
2021-02-23,"Undisclosed_or_missing",262,125,,,0,,,
2021-02-24,"12-17yrs",325,217,,,951519,.0000,.0000,
2021-02-24,"18-29yrs",36062,26590,,,2455535,.0150,.0110,
2021-02-24,"30-39yrs",47393,35887,,,2056059,.0230,.0170,
2021-02-24,"40-49yrs",49653,38157,,,1876583,.0260,.0200,
2021-02-24,"50-59yrs",59730,44822,,,2060934,.0290,.0220,
2021-02-24,"60-69yrs",46076,32705,,,1795046,.0260,.0180,
2021-02-24,"70-79yrs",26143,17706,,,1159902,.0230,.0150,
2021-02-24,"80+",89378,60812,,,679266,.1320,.0900,
2021-02-24,"Adults_18plus",354435,256679,,,12083325,.0290,.0210,
2021-02-24,"Ontario_12plus",354760,256896,,,13034844,.0272,.0197,
2021-02-24,"Undisclosed_or_missing",282,125,,,0,,,
2021-02-25,"12-17yrs",341,220,,,951519,.0000,.0000,
2021-02-25,"18-29yrs",38090,27007,,,2455535,.0160,.0110,
2021-02-25,"30-39yrs",49932,36373,,,2056059,.0240,.0180,
2021-02-25,"40-49yrs",52266,38729,,,1876583,.0280,.0210,
2021-02-25,"50-59yrs",62978,45481,,,2060934,.0310,.0220,
2021-02-25,"60-69yrs",48567,33200,,,1795046,.0270,.0180,
2021-02-25,"70-79yrs",27044,17970,,,1159902,.0230,.0150,
2021-02-25,"80+",90929,61473,,,679266,.1340,.0900,
2021-02-25,"Adults_18plus",369806,260233,,,12083325,.0310,.0220,
2021-02-25,"Ontario_12plus",370147,260453,,,13034844,.0284,.0200,
2021-02-25,"Undisclosed_or_missing",295,132,,,0,,,
2021-02-26,"12-17yrs",367,220,,,951519,.0000,.0000,
2021-02-26,"18-29yrs",40789,27323,,,2455535,.0170,.0110,
2021-02-26,"30-39yrs",53362,36733,,,2056059,.0260,.0180,
2021-02-26,"40-49yrs",55720,39072,,,1876583,.0300,.0210,
2021-02-26,"50-59yrs",67263,45940,,,2060934,.0330,.0220,
2021-02-26,"60-69yrs",51938,33509,,,1795046,.0290,.0190,
